Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
volta,kpando,tsyome sabadu health centre,health centre,tsyome sabadu,government,6.990628,0.294879700000024
volta,kpando,gbefi chps,chps,gbefi,government,6.990628,0.294879700000024
volta,krachi east,dambai health centre,health centre,dambai,government,7.6981688,0.224466200000051
volta,krachi east,njere chps,chps,njere,government,7.6981688,0.224466200000051
volta,krachi east,anyiremu chps,chps,anyiremu,government,7.6981688,0.224466200000051
volta,krachi east,kparikpari rch,rch,kparikpari,government,7.6981688,0.224466200000051
volta,krachi west,zongo macheri rch,rch,zongo macheri,government,7.6981688,0.224466200000051
volta,krachi west,bejamasu health centre,health centre,bejamasu,government,7.6981688,0.224466200000051
volta,krachi west,grubi health centre,health centre,grubi,government,7.6981688,0.224466200000051
volta,krachi west,chindere rch,rch,chindere,government,7.6981688,0.224466200000051
volta,krachi west,tete rch,rch,tete,government,7.6981688,0.224466200000051
volta,nkwanta,alukpatsa chps,chps,alukpatsa,government,8.25378499999999,0.516331199999967
volta,nkwanta,banda health centre,health centre,banda,government,8.25378499999999,0.516331199999967
volta,nkwanta,koni clinic,clinic,koni,government,8.25378499999999,0.516331199999967
volta,nkwanta,koe chps,chps,koe,government,8.25378499999999,0.516331199999967
volta,nkwanta,kpassa maternity home,maternity home,kpassa,private,8.25378499999999,0.516331199999967
volta,nkwanta,azua chps,chps,azua,government,8.25378499999999,0.516331199999967
volta,nkwanta,ofosu chps,chps,ofosu,government,8.25378499999999,0.516331199999967
volta,nkwanta,odumasi chps,chps,odumasi,government,8.25378499999999,0.516331199999967
volta,nkwanta,sibi hill top chps,chps,sibi hill top,government,8.25378499999999,0.516331199999967
volta,nkwanta,salifu chps,chps,salifu,government,8.25378499999999,0.516331199999967
volta,north tongu,woekpoe chps,chps,woekpoe,government,6.15256789999999,0.374835399999938
volta,north tongu,mafi agoe chps,chps,agoe,government,6.15256789999999,0.374835399999938
volta,north tongu,kpogadzi chps,chps,kpogadzi,government,6.15256789999999,0.374835399999938
volta,north tongu,mafi agoe chps,chps,mafi agoe,government,6.15256789999999,0.374835399999938
volta,north tongu,fame clinic,clinic,kpoviadzi,private,6.15256789999999,0.374835399999938
volta,north tongu,avedotoe chps,chps,kpogadzi,government,6.15256789999999,0.374835399999938
volta,south dayi,agbate chps,chps,agbate,government,6.6210261,0.186964399999965
volta,south dayi,lave chps,chps,lave,government,6.6210261,0.186964399999965
volta,south dayi,peki rch,rch,peki,government,6.6210261,0.186964399999965
volta,south dayi,tsanakpe health centre,health centre,tsanakpe,government,6.6210261,0.186964399999965
volta,south dayi,abui chps,chps,abui,government,6.6210261,0.186964399999965
volta,south dayi,e. p. clinic,clinic,kpalime/tongor,chag,6.6210261,0.186964399999965
volta,south dayi,salam maternity home,maternity home,kayra,private,6.6210261,0.186964399999965
volta,south dayi,tseyinu chps,chps,tseyinu,government,6.6210261,0.186964399999965
volta,south tongu,akpalale christian clinic,clinic,akpalale,private,6.02520139999999,0.63937020000003
volta,south tongu,ppag,clinic,sogakope,private,6.02520139999999,0.63937020000003
volta,south tongu,sokutsime chps,chps,sokutsime,government,6.02520139999999,0.63937020000003
volta,akatsi,agormor chps,chps,agormor,government,6.24924,0.78987
volta,akatsi,akatsi district health directorate,district health directorate,akatsi,government,6.13877,0.80901
volta,akatsi,akatsi district hospital,district hospital,akatsi,government,6.13877,0.80901
volta,akatsi,asafotsi chps,chps,asafotsi,government,6.19757,0.87044
volta,akatsi,atidzive chps,chps,atidzive,government,6.12007,0.85112
volta,akatsi,ave dakpe health centre,health centre,ave dakpa,government,6.36786,0.85134
volta,akatsi,ave afiadenyigba chps,chps,ave-afiadenyigba,government,6.33083,0.87924
volta,akatsi,avenorpedo health centre,health centre,avenorpedo,government,6.05781,0.85014
volta,akatsi,avenorpeme health centre,health centre,avenorpeme,government,6.00101,0.82452
volta,akatsi,avevi chps,chps,avevi,government,6.2667,0.81921
volta,akatsi,bethel clinic,clinic,akatsi,private,6.12139,0.81107
volta,akatsi,ave dzalele chps,chps,dzalele,government,6.41447,0.75754
volta,akatsi,dzogadze chps,chps,dzogadze,government,6.1119,0.87213
volta,akatsi,gefia health centre,health centre,gefia,government,6.15753,0.85427
volta,akatsi,hoggar clinic,hospital,akatsi,private,6.12976,0.79553
volta,akatsi,nancy maternity home,maternity home,akatsi,private,6.12855,0.79422
volta,akatsi,ave xevi chps,chps,ave xevi,government,6.13014169999999,0.798715799999968
volta,akatsi,gornikope chps,chps,gonikope,government,6.13014169999999,0.798715799999968
volta,akatsi,sremanu chps,chps,sremanu,government,6.13014169999999,0.798715799999968
volta,akatsi,st peters maternity home,maternity home,akatsi,private,6.12747,0.80371
volta,akatsi,wute health centre,health centre,wute,government,6.21657,0.72462
volta,akatsi,xavi chps,chps,xavi,government,6.13014169999999,0.798715799999968
volta,ho municipal,ho school of hygiene,training institution,ho,government,6.599779,0.471394000000032
western,ahanta west,agona health centre,health centre,agona nkwanta,government,4.88993,-1.96434
western,ahanta west,susupapa clinic,clinic,fretsi,private,4.87797,-1.91619
western,ahanta west,fasin chps,chps,fasin,government,4.92707,-1.94305
western,ahanta west,ahanta west district health directorate,district health directorate,agona nkwanta,government,4.88931,-1.95984
western,ahanta west,apowa health centre,health centre,apowa,government,4.88824,-1.81206
western,ahanta west,asamasa chps,clinic,asemasa,private,4.85373,-1.8914
western,ahanta west,holy child clinic,clinic,egyam,chag,4.86855,-1.85769
western,ahanta west,st. vincent de paul clinic,clinic,apowa,private,4.89218,-1.8129
western,ahanta west,dixcove hospital.,district hospital,dixcove,government,4.79799,-1.94978
western,ahanta west,egyambra chps,chps,egyambra,government,4.82067,-2.1698
western,ahanta west,princesstown health centre,health centre,princesstown,government,4.79618,-2.13338
western,ahanta west,grel clinic,clinic,abura,quasi-government,4.90419,-2.06618
western,ahanta west,abura rch,clinic,abura,government,4.91277,-2.06019
western,ahanta west,ewusiejoe chps,chps,ewusiejoe,government,4.849041,-2.02731900000003
western,ahanta west,egyam catholic health centre,health centre,egyam,chag,4.849041,-2.02731900000003
western,ahanta west,new amanful chps,chps,new amanful,government,4.849041,-2.02731900000003
western,ahanta west,kejebil chps,chps,kajebil,government,4.849041,-2.02731900000003
western,ahanta west,akuba ewoo midwife/maternity,maternity home,akuba ewoo,private,4.849041,-2.02731900000003
western,ahanta west,akwidaa chps,chps,akwidaa,government,4.849041,-2.02731900000003
western,ahanta west,butre chps,chps,butre,government,4.849041,-2.02731900000003
western,aowin suaman,boinso health centre,health centre,boinso,government,5.55545,-2.7221
western,aowin suaman,ama dansowaa maternity home,clinic,dadieso,private,6.11914,-3.03716
western,aowin suaman,eno mary maternity home,maternity home,dadieso,private,6.11798,-3.02821
western,aowin suaman,dadieso health centre,health centre,dadieso,government,6.1177,-3.03295
western,aowin suaman,akontombra nkwanta health centre,health centre,akontombra nkwanta,government,5.97557,-2.94089
western,aowin suaman,achimfo health centre,health centre,achimfo,government,5.78423,-2.72278
western,aowin suaman,presby health centre,health centre,enchi,chag,5.80861,-2.83425
western,aowin suaman,enchi government hospital,district hospital,enchi,government,5.82974,-2.82118
western,aowin suaman,aowin suaman district health directorate,district health directorate,enchi,government,5.82961,-2.82125
western,aowin suaman,amonie community clinic,clinic,amonie,private,5.71192,-2.79694
western,aowin suaman,sewum health centre,health centre,sewum,government,5.67613,-2.81908
western,aowin suaman,acquai allah health centre,health centre,acquai allah,government,5.88419,-2.66443
western,aowin suaman,adjoum community clinic,clinic,adjoum,private,5.69325,-2.65496
western,aowin suaman,papueso presby clinic,clinic,papueso,chag,5.74685,-2.7183
western,aowin suaman,yiwabra health centre,health centre,yiwabra,government,5.75901,-2.66201
western,bia,dormaaman clinic,clinic,adabokrom,private,6.82057,-3.01956
western,bia,adabokrom chps,chps,adabokrom,government,6.83139,-3.02535
western,bia,camp15 junction phc clinic,clinic,camp15 junction,private,6.82763,-2.90751
western,bia,camp 15 chps,chps,camp15,government,6.795,-2.90451
western,bia,peace maternity home,maternity home,adabokrom,private,6.82523,-3.02003
western,bia,amoakrom phc clinic,clinic,amoakrom,private,6.59751,-3.18194
western,bia,eno yeboah clinic,clinic,oseikojokrom,private,6.66136,-3.23514
western,bia,st.ann's midwife/maternity,maternity home,oseikojokrom,private,6.66045,-3.23505
western,bia,oseikojokrom chps,chps,osei kojokrom,government,6.65927,-3.23588
western,bia,brebre chps,chps,brebre,government,6.60326,-3.22566
western,bia,lizzy's maternity home,maternity home,akaatiso,private,6.40582,-3.19942
western,bia,gina's maternity home,maternity home,akaatiso,private,6.40912,-3.19761
western,bia,aduana clinic,clinic,new abesim,private,6.46655,-3.1829
western,bia,kwamebikrom presby clinic,clinic,kwamebikrom,private,6.6311,-3.11872
western,bia,st. joseph clinic,clinic,sukusuko,private,6.50954,-3.18253
western,bia,florence midwife/maternity,maternity home,debiso,private,6.66296,-3.09236
western,bia,kojoaba chps,chps,kojoaba,private,6.66861,-3.18382
western,bia,essam health centre,health centre,essam,government,6.66527,-3.10694
western,bia,bia district health directorate,district health directorate,essem,government,6.66527,-3.10694
western,bia,prapamase community clinic,clinic,prampamase,government,6.65829,-2.90146
western,bia,osbert maternity home,maternity home,elluokrom,private,6.52429,-2.92798
western,bia,ahmadiyya clinic,clinic,asuonta,private,6.54907,-2.96908
western,bia,mempeasem health centre,health centre,mempeasem,government,6.49452,-2.98921
western,bia,mayera community clinic,clinic,mayera,private,6.83325,-3.19886
western,bia,nkwantakese phc clinic,clinic,nkwantakese,private,6.82385,-3.19707
western,bia,kaase health centre,health centre,kaase,government,6.85936,-3.15232
western,bia,st.augustine community clinic,clinic,adiema,private,6.72947,-3.15666
western,bia,angela catholic clinic,clinic,yawmatwa,chag,6.76395,-3.18353
western,bia,kristo nti maternity home,maternity home,yawmatwa,private,6.76802,-3.18959
western,bia,adumkrom phc clinic,clinic,adumkrom,private,6.88637,-3.14924
western,bia,alhajikrom phc clinic,clinic,alhajikrom,government,6.89556,-3.1184
western,bia,boafo yena clinic,chps,ahimakrom,private,6.9459,-3.1259
western,bia,merciful clinic,clinic,yawatwa,private,6.85508,-3.15799
western,bia,saviour's clinic,clinic,mangoase,private,6.82332,-3.13464
western,bia,church of pentecost clinic,clinic,yawmatwa,chag,6.76584,-3.19595
western,bibiani-anhwiaso-bekwai,anhwiaso health centre,health centre,anhwiaso,government,6.33124,-2.25592
western,bibiani-anhwiaso-bekwai,st.pauls clinic,clinic,anhwiaso,private,6.33023,-2.2515
western,bibiani-anhwiaso-bekwai,sefwi wenchi clinic,clinic,sefwi wenchi,government,6.37367,-2.3095
western,bibiani-anhwiaso-bekwai,mmerewa community clinic,clinic,merewa,government,6.28608,-2.13631
western,bibiani-anhwiaso-bekwai,yewo nyame clinic,clinic,asempaneye,private,6.23843,-2.25794
western,bibiani-anhwiaso-bekwai,asawinso a community clinic,clinic,asawinso a',government,6.25618,-2.13631
western,bibiani-anhwiaso-bekwai,g.b.c. awaso hospital,hospital,awaso,quasi-government,6.25686,-2.28031
western,bibiani-anhwiaso-bekwai,bibiani government hospital,district hospital,bibiani,government,6.45658,-2.32238
western,bibiani-anhwiaso-bekwai,bassengele community clinic,clinic,bassengele,government,6.41192,-2.24725
western,ellembele,adom clinic,clinic,bibiani,private,6.45298,-2.31846
western,bibiani-anhwiaso-bekwai,rescue clinic,clinic,bibiani,private,6.45144,-2.317
western,bibiani-anhwiaso-bekwai,a.a.b.l clinic,clinic,bibiani,quasi-government,6.46068,-2.32829
western,bibiani-anhwiaso-bekwai,kate afram clinic,clinic,bibiani afram clinic,private,6.45345,-2.31646
western,bibiani-anhwiaso-bekwai,bibiani anhwiaso bekwai district health directorate,district health directorate,bibiani,government,6.45679,-2.31307
western,bibiani-anhwiaso-bekwai,st.marks anglican clinic,clinic,subri,chag,6.27715,-2.29092
western,bibiani-anhwiaso-bekwai,chirano health centre,health centre,chirano,government,6.27276,-2.31919
western,bibiani-anhwiaso-bekwai,chirano mines clinic,clinic,chirano,quasi-government,6.30544,-2.38649
western,bibiani-anhwiaso-bekwai,humjibre clinic,clinic,humjibre,government,6.15581,-2.26865
western,bibiani-anhwiaso-bekwai,sefwi bekwai health centre,health centre,sefwi  bekwai,government,6.18753,-2.32599
western,jomoro,kengen chps,chps,kengen,government,4.99919,-2.63917
western,jomoro,twenen community clinic,clinic,twenen,government,5.00796,-2.67931
western,jomoro,ekabeku health centre,health centre,ekabeku,government,4.98334,-2.56883
western,jomoro,sowodadzem chps,chps,sowodadzem,government,5.16415,-2.64809
western,jomoro,frontier clinic,clinic,ellubo,private,5.28958,-2.77482
western,jomoro,ellubo health centre,health centre,ellubo,government,5.28684,-2.77149
western,jomoro,half assini government hospital,district hospital,half assini,government,5.05314,-2.88944
western,jomoro,newtown community clinic,clinic,newtown,government,5.09234,-3.0919
western,jomoro,enzemetianu chps,chps,enzemetianu.,government,5.07279,-3.00704
western,jomoro,takinta chps,chps,takinta,government,5.05367,-2.80707
western,jomoro,jomoro district health directorate,district health directorate,half assini,government,5.0858,-2.98158
western,jomoro,tikobo no 1 health centre,health centre,tikobo no 1,government,5.05345,-2.69218
